flight_id,source_airport,destination_airport,distance,duration,aircraft_type,airline
FL1108,DFW,LHR,8221.6,610,Boeing 787-9,Southwest Airlines
FL1109,DFW,LHR,8221.6,610,Airbus A380-800,Lufthansa
FL1110,DFW,LHR,8221.6,610,Airbus A350-900,All Nippon Airways
FL1111,DFW,CDG,8552.9,633,Airbus A380-800,Qatar Airways
FL1112,DFW,CDG,8552.9,633,Airbus A380-800,Qantas
FL1113,DFW,CDG,8552.9,633,Boeing 777-300ER,Southwest Airlines
FL1114,DFW,FRA,9002.8,665,Airbus A380-800,American Airlines
FL1115,DFW,FRA,9002.8,665,Airbus A350-900,Qatar Airways
FL1116,DFW,FRA,9002.8,665,Airbus A380-800,Qatar Airways
FL1117,DFW,AMS,8616.0,638,Boeing 777-300ER,Lufthansa
FL1118,DFW,AMS,8616.0,638,Airbus A350-900,Lufthansa
FL1119,DFW,AMS,8616.0,638,Airbus A350-900,All Nippon Airways
FL1120,DFW,NRT,21803.1,1569,Boeing 787-9,KLM
FL1121,DFW,NRT,21803.1,1569,Airbus A380-800,Delta Air Lines
FL1122,DFW,NRT,21803.1,1569,Airbus A380-800,Etihad Airways
FL1123,DFW,PEK,19115.7,1379,Boeing 787-9,Air France
FL1124,DFW,PEK,19115.7,1379,Boeing 787-9,Cathay Pacific
FL1125,DFW,PEK,19115.7,1379,Airbus A380-800,KLM
FL1126,DFW,SIN,21647.7,1558,Boeing 787-9,Air France
FL1127,DFW,SIN,21647.7,1558,Airbus A350-900,American Airlines
FL1128,DFW,SIN,21647.7,1558,Airbus A350-900,Cathay Pacific
FL1129,DFW,DXB,14835.4,1077,Boeing 777-300ER,Air Canada
FL1130,DFW,DXB,14835.4,1077,Boeing 787-9,Southwest Airlines
FL1131,DFW,DXB,14835.4,1077,Airbus A350-900,Lufthansa
FL1132,LHR,JFK,5784.7,438,Boeing 777-300ER,Turkish Airlines
FL1133,LHR,JFK,5784.7,438,Boeing 787-9,Cathay Pacific
FL1134,LHR,JFK,5784.7,438,Boeing 787-9,Etihad Airways
FL1135,LHR,LAX,9833.2,724,Boeing 787-9,Southwest Airlines
FL1136,LHR,LAX,9833.2,724,Airbus A350-900,Air Canada
FL1137,LHR,LAX,9833.2,724,Airbus A380-800,Delta Air Lines
FL1138,LHR,ORD,6749.5,506,Boeing 787-9,American Airlines
FL1139,LHR,ORD,6749.5,506,Boeing 787-9,Southwest Airlines
FL1140,LHR,ORD,6749.5,506,Boeing 787-9,United Airlines
FL1141,LHR,DFW,8221.6,610,Boeing 777-300ER,Emirates
FL1142,LHR,DFW,8221.6,610,Airbus A380-800,Japan Airlines
FL1143,LHR,DFW,8221.6,610,Boeing 787-9,Cathay Pacific
FL1144,LHR,CDG,347.0,64,ATR 72-600,Turkish Airlines
FL1145,LHR,CDG,347.0,64,ATR 72-600,Southwest Airlines
FL1146,LHR,CDG,347.0,64,Bombardier CRJ-900,Cathay Pacific
FL1147,LHR,FRA,654.0,95,Airbus A320neo,Lufthansa
FL1148,LHR,FRA,654.0,95,Airbus A320neo,Cathay Pacific
FL1149,LHR,FRA,654.0,95,Boeing 737 MAX 8,All Nippon Airways
FL1150,LHR,AMS,380.8,68,ATR 72-600,Qantas
FL1151,LHR,AMS,380.8,68,Embraer E175,Southwest Airlines
FL1152,LHR,AMS,380.8,68,ATR 72-600,Emirates
FL1153,LHR,NRT,11471.2,839,Boeing 787-9,Delta Air Lines
FL1154,LHR,NRT,11471.2,839,Boeing 777-300ER,Turkish Airlines
FL1155,LHR,NRT,11471.2,839,Airbus A350-900,Singapore Airlines
FL1156,LHR,PEK,9166.4,677,Airbus A380-800,Qantas
FL1157,LHR,PEK,9166.4,677,Boeing 787-9,Emirates
FL1158,LHR,PEK,9166.4,677,Airbus A380-800,Cathay Pacific
FL1159,LHR,SIN,11799.3,862,Boeing 777-300ER,Delta Air Lines
FL1160,LHR,SIN,11799.3,862,Airbus A350-900,Lufthansa
FL1161,LHR,SIN,11799.3,862,Airbus A350-900,Lufthansa
FL1162,LHR,DXB,5673.2,430,Airbus A350-900,Southwest Airlines
FL1163,LHR,DXB,5673.2,430,Airbus A380-800,British Airways
FL1164,LHR,DXB,5673.2,430,Airbus A380-800,United Airlines
FL1165,CDG,JFK,6091.0,459,Airbus A380-800,Singapore Airlines
FL1166,CDG,JFK,6091.0,459,Airbus A380-800,KLM
FL1167,CDG,JFK,6091.0,459,Airbus A350-900,Emirates
FL1168,CDG,LAX,10215.3,751,Boeing 787-9,United Airlines
FL1169,CDG,LAX,10215.3,751,Airbus A380-800,Delta Air Lines
FL1170,CDG,LAX,10215.3,751,Boeing 787-9,Delta Air Lines
FL1171,CDG,ORD,7094.1,530,Boeing 777-300ER,American Airlines
FL1172,CDG,ORD,7094.1,530,Boeing 787-9,British Airways
FL1173,CDG,ORD,7094.1,530,Airbus A380-800,British Airways
FL1174,CDG,DFW,8552.9,633,Boeing 787-9,United Airlines
FL1175,CDG,DFW,8552.9,633,Boeing 777-300ER,Singapore Airlines
FL1176,CDG,DFW,8552.9,633,Boeing 787-9,Delta Air Lines
FL1177,CDG,LHR,347.0,64,ATR 72-600,Turkish Airlines
FL1178,CDG,LHR,347.0,64,ATR 72-600,Cathay Pacific
FL1179,CDG,LHR,347.0,64,Embraer E175,United Airlines
FL1180,CDG,FRA,448.9,74,Embraer E175,Air France
FL1181,CDG,FRA,448.9,74,Embraer E175,Delta Air Lines
FL1182,CDG,FRA,448.9,74,ATR 72-600,United Airlines
FL1183,CDG,AMS,408.6,70,Bombardier CRJ-900,Singapore Airlines
FL1184,CDG,AMS,408.6,70,Bombardier CRJ-900,Air Canada
FL1185,CDG,AMS,408.6,70,Embraer E175,All Nippon Airways
FL1186,CDG,NRT,11415.7,835,Airbus A350-900,KLM
FL1187,CDG,NRT,11415.7,835,Boeing 787-9,Singapore Airlines
FL1188,CDG,NRT,11415.7,835,Airbus A350-900,Qatar Airways
FL1189,CDG,PEK,9093.1,671,Boeing 787-9,Singapore Airlines
FL1190,CDG,PEK,9093.1,671,Boeing 777-300ER,Qantas
FL1191,CDG,PEK,9093.1,671,Boeing 787-9,Lufthansa
FL1192,CDG,SIN,11500.5,841,Boeing 787-9,Turkish Airlines
FL1193,CDG,SIN,11500.5,841,Airbus A350-900,Cathay Pacific
FL1194,CDG,SIN,11500.5,841,Boeing 777-300ER,Qatar Airways
FL1195,CDG,DXB,5376.1,409,Airbus A380-800,All Nippon Airways
FL1196,CDG,DXB,5376.1,409,Boeing 777-300ER,Turkish Airlines
FL1197,CDG,DXB,5376.1,409,Boeing 777-300ER,Qatar Airways
FL1198,FRA,JFK,6519.9,490,Airbus A380-800,Cathay Pacific
FL1199,FRA,JFK,6519.9,490,Boeing 777-300ER,British Airways
FL1200,FRA,JFK,6519.9,490,Airbus A380-800,Air Canada
FL1201,FRA,LAX,10645.2,781,Boeing 787-9,Cathay Pacific
FL1202,FRA,LAX,10645.2,781,Airbus A380-800,American Airlines
FL1203,FRA,LAX,10645.2,781,Boeing 777-300ER,British Airways
FL1204,FRA,ORD,7504.5,559,Boeing 787-9,All Nippon Airways
FL1205,FRA,ORD,7504.5,559,Airbus A350-900,Southwest Airlines
FL1206,FRA,ORD,7504.5,559,Airbus A380-800,American Airlines
FL1207,FRA,DFW,9002.8,665,Boeing 787-9,Qantas
FL1208,FRA,DFW,9002.8,665,Boeing 787-9,Qatar Airways
FL1209,FRA,DFW,9002.8,665,Boeing 787-9,Singapore Airlines
FL1210,FRA,LHR,654.0,95,Boeing 737-800,American Airlines
FL1211,FRA,LHR,654.0,95,Boeing 737-800,Qantas
FL1212,FRA,LHR,654.0,95,Boeing 737 MAX 8,Japan Airlines
FL1213,FRA,CDG,448.9,74,Embraer E175,Air Canada
FL1214,FRA,CDG,448.9,74,Bombardier CRJ-900,KLM
FL1215,FRA,CDG,448.9,74,Bombardier CRJ-900,Lufthansa
FL1216,FRA,AMS,363.4,66,ATR 72-600,Air Canada
FL1217,FRA,AMS,363.4,66,ATR 72-600,Air Canada
FL1218,FRA,AMS,363.4,66,ATR 72-600,KLM
FL1219,FRA,NRT,10854.0,796,Airbus A350-900,United Airlines
FL1220,FRA,NRT,10854.0,796,Airbus A350-900,Air Canada
FL1221,FRA,NRT,10854.0,796,Boeing 787-9,Japan Airlines
FL1222,FRA,PEK,8558.1,634,Boeing 777-300ER,Southwest Airlines
FL1223,FRA,PEK,8558.1,634,Airbus A350-900,Qatar Airways
FL1224,FRA,PEK,8558.1,634,Boeing 777-300ER,American Airlines
FL1225,FRA,SIN,10987.0,805,Boeing 787-9,Air France
FL1226,FRA,SIN,10987.0,805,Airbus A350-900,Qantas
FL1227,FRA,SIN,10987.0,805,Boeing 787-9,United Airlines
FL1228,FRA,DXB,4957.4,379,Boeing 767-300,Singapore Airlines
FL1229,FRA,DXB,4957.4,379,Airbus A330-300,British Airways
FL1230,FRA,DXB,4957.4,379,Airbus A330-300,Qantas
FL1231,AMS,JFK,6161.5,464,Airbus A350-900,KLM
FL1232,AMS,JFK,6161.5,464,Airbus A380-800,Emirates
FL1233,AMS,JFK,6161.5,464,Boeing 787-9,United Airlines
FL1234,AMS,LAX,10210.4,750,Airbus A380-800,Delta Air Lines
FL1235,AMS,LAX,10210.4,750,Boeing 787-9,Air France
FL1236,AMS,LAX,10210.4,750,Boeing 787-9,Singapore Airlines
FL1237,AMS,ORD,7110.3,531,Airbus A380-800,Air France
FL1238,AMS,ORD,7110.3,531,Boeing 777-300ER,American Airlines
FL1239,AMS,ORD,7110.3,531,Boeing 787-9,Lufthansa
FL1240,AMS,DFW,8616.0,638,Boeing 787-9,Qantas
FL1241,AMS,DFW,8616.0,638,Airbus A350-900,KLM
FL1242,AMS,DFW,8616.0,638,Airbus A380-800,Air France
FL1243,AMS,LHR,380.8,68,Embraer E175,Singapore Airlines
FL1244,AMS,LHR,380.8,68,Embraer E175,Etihad Airways
FL1245,AMS,LHR,380.8,68,ATR 72-600,Emirates
FL1246,AMS,CDG,408.6,70,Bombardier CRJ-900,KLM
FL1247,AMS,CDG,408.6,70,ATR 72-600,Lufthansa
FL1248,AMS,CDG,408.6,70,Bombardier CRJ-900,American Airlines
FL1249,AMS,FRA,363.4,66,Embraer E175,Air Canada
FL1250,AMS,FRA,363.4,66,ATR 72-600,KLM
FL1251,AMS,FRA,363.4,66,Embraer E175,Qatar Airways
FL1252,AMS,NRT,10980.7,805,Boeing 777-300ER,Turkish Airlines
FL1253,AMS,NRT,10980.7,805,Boeing 777-300ER,Etihad Airways
FL1254,AMS,NRT,10980.7,805,Airbus A350-900,British Airways
FL1255,AMS,PEK,8700.9,644,Boeing 777-300ER,British Airways
FL1256,AMS,PEK,8700.9,644,Airbus A380-800,United Airlines
FL1257,AMS,PEK,8700.9,644,Airbus A380-800,American Airlines
FL1258,AMS,SIN,11347.6,831,Airbus A380-800,Southwest Airlines
FL1259,AMS,SIN,11347.6,831,Airbus A350-900,Japan Airlines
FL1260,AMS,SIN,11347.6,831,Airbus A380-800,Air France
FL1261,AMS,DXB,5311.0,404,Airbus A350-900,Delta Air Lines
FL1262,AMS,DXB,5311.0,404,Airbus A380-800,United Airlines
FL1263,AMS,DXB,5311.0,404,Airbus A380-800,KLM
FL1264,NRT,JFK,18721.1,1351,Airbus A350-900,Etihad Airways
FL1265,NRT,JFK,18721.1,1351,Airbus A380-800,United Airlines
FL1266,NRT,JFK,18721.1,1351,Airbus A380-800,Delta Air Lines
FL1267,NRT,LAX,23615.0,1696,Boeing 777-300ER,Delta Air Lines
FL1268,NRT,LAX,23615.0,1696,Airbus A350-900,Emirates
FL1269,NRT,LAX,23615.0,1696,Airbus A380-800,Emirates
FL1270,NRT,ORD,19775.9,1425,Airbus A380-800,Delta Air Lines
FL1271,NRT,ORD,19775.9,1425,Airbus A350-900,Qantas
FL1272,NRT,ORD,19775.9,1425,Boeing 777-300ER,Emirates
FL1273,NRT,DFW,21803.1,1569,Airbus A350-900,Turkish Airlines
FL1274,NRT,DFW,21803.1,1569,Airbus A350-900,Singapore Airlines
FL1275,NRT,DFW,21803.1,1569,Airbus A350-900,Qantas
FL1276,NRT,LHR,11471.2,839,Boeing 777-300ER,Turkish Airlines
FL1277,NRT,LHR,11471.2,839,Boeing 787-9,Emirates
FL1278,NRT,LHR,11471.2,839,Airbus A380-800,American Airlines
FL1279,NRT,CDG,11415.7,835,Boeing 777-300ER,Air France
FL1280,NRT,CDG,11415.7,835,Airbus A380-800,Qantas
FL1281,NRT,CDG,11415.7,835,Airbus A350-900,Qantas
FL1282,NRT,FRA,10854.0,796,Airbus A380-800,Lufthansa
FL1283,NRT,FRA,10854.0,796,Boeing 787-9,Delta Air Lines
FL1284,NRT,FRA,10854.0,796,Boeing 777-300ER,Cathay Pacific
FL1285,NRT,AMS,10980.7,805,Airbus A350-900,Japan Airlines
FL1286,NRT,AMS,10980.7,805,Airbus A380-800,British Airways
FL1287,NRT,AMS,10980.7,805,Airbus A350-900,Lufthansa
FL1288,NRT,PEK,2140.9,181,Boeing 737 MAX 8,American Airlines
FL1289,NRT,PEK,2140.9,181,Boeing 737 MAX 8,Delta Air Lines
FL1290,NRT,PEK,2140.9,181,Airbus A320neo,Singapore Airlines
FL1291,NRT,SIN,5418.5,412,Boeing 787-9,Air France
FL1292,NRT,SIN,5418.5,412,Airbus A380-800,Cathay Pacific
FL1293,NRT,SIN,5418.5,412,Airbus A380-800,Japan Airlines
FL1294,NRT,DXB,8228.8,610,Boeing 777-300ER,Cathay Pacific
FL1295,NRT,DXB,8228.8,610,Boeing 787-9,Air Canada
FL1296,NRT,DXB,8228.8,610,Boeing 777-300ER,American Airlines
FL1297,PEK,JFK,16130.9,1168,Airbus A380-800,Cathay Pacific
FL1298,PEK,JFK,16130.9,1168,Airbus A350-900,Air Canada
FL1299,PEK,JFK,16130.9,1168,Airbus A350-900,United Airlines
FL1300,PEK,LAX,20878.1,1503,Airbus A350-900,Air Canada
FL1301,PEK,LAX,20878.1,1503,Boeing 787-9,United Airlines
FL1302,PEK,LAX,20878.1,1503,Airbus A350-900,Turkish Airlines
FL1303,PEK,ORD,17156.7,1241,Airbus A350-900,Delta Air Lines
FL1304,PEK,ORD,17156.7,1241,Airbus A380-800,Turkish Airlines
FL1305,PEK,ORD,17156.7,1241,Airbus A350-900,Air Canada
FL1306,PEK,DFW,19115.7,1379,Boeing 787-9,American Airlines
FL1307,PEK,DFW,19115.7,1379,Airbus A380-800,Lufthansa
FL1308,PEK,DFW,19115.7,1379,Airbus A350-900,British Airways
FL1309,PEK,LHR,9166.4,677,Airbus A380-800,Emirates
FL1310,PEK,LHR,9166.4,677,Airbus A380-800,Air Canada
FL1311,PEK,LHR,9166.4,677,Boeing 787-9,Qatar Airways
FL1312,PEK,CDG,9093.1,671,Boeing 777-300ER,Turkish Airlines
FL1313,PEK,CDG,9093.1,671,Boeing 777-300ER,Delta Air Lines
FL1314,PEK,CDG,9093.1,671,Airbus A350-900,Air Canada
FL1315,PEK,FRA,8558.1,634,Boeing 777-300ER,Lufthansa
FL1316,PEK,FRA,8558.1,634,Airbus A380-800,KLM
FL1317,PEK,FRA,8558.1,634,Boeing 777-300ER,Singapore Airlines
FL1318,PEK,AMS,8700.9,644,Boeing 787-9,Southwest Airlines
FL1319,PEK,AMS,8700.9,644,Airbus A350-900,British Airways
FL1320,PEK,AMS,8700.9,644,Boeing 777-300ER,Lufthansa
FL1321,PEK,NRT,2140.9,181,Boeing 737 MAX 8,Delta Air Lines
FL1322,PEK,NRT,2140.9,181,Boeing 737 MAX 8,Japan Airlines
FL1323,PEK,NRT,2140.9,181,Boeing 737 MAX 8,Turkish Airlines
FL1324,PEK,SIN,4500.3,347,Boeing 787-8,Qantas
FL1325,PEK,SIN,4500.3,347,Airbus A330-300,Delta Air Lines
FL1326,PEK,SIN,4500.3,347,Boeing 767-300,Southwest Airlines
FL1327,PEK,DXB,5964.6,451,Boeing 787-9,Japan Airlines
FL1328,PEK,DXB,5964.6,451,Airbus A380-800,American Airlines
FL1329,PEK,DXB,5964.6,451,Airbus A380-800,United Airlines
FL1330,SIN,JFK,18963.6,1368,Airbus A350-900,KLM
FL1331,SIN,JFK,18963.6,1368,Airbus A350-900,Turkish Airlines
FL1332,SIN,JFK,18963.6,1368,Boeing 777-300ER,Etihad Airways
FL1333,SIN,LAX,23841.9,1712,Airbus A380-800,British Airways
FL1334,SIN,LAX,23841.9,1712,Airbus A380-800,KLM
FL1335,SIN,LAX,23841.9,1712,Airbus A380-800,Delta Air Lines
FL1336,SIN,ORD,20337.9,1465,Boeing 777-300ER,Emirates
FL1337,SIN,ORD,20337.9,1465,Boeing 787-9,Cathay Pacific
FL1338,SIN,ORD,20337.9,1465,Airbus A350-900,All Nippon Airways
FL1339,SIN,DFW,21647.7,1558,Airbus A380-800,Lufthansa
FL1340,SIN,DFW,21647.7,1558,Airbus A350-900,Japan Airlines
FL1341,SIN,DFW,21647.7,1558,Airbus A350-900,Southwest Airlines
FL1342,SIN,LHR,11799.3,862,Boeing 787-9,Air France
FL1343,SIN,LHR,11799.3,862,Boeing 787-9,Air France
FL1344,SIN,LHR,11799.3,862,Boeing 777-300ER,Cathay Pacific
FL1345,SIN,CDG,11500.5,841,Boeing 777-300ER,Air France
FL1346,SIN,CDG,11500.5,841,Boeing 787-9,Japan Airlines
FL1347,SIN,CDG,11500.5,841,Boeing 777-300ER,Singapore Airlines
FL1348,SIN,FRA,10987.0,805,Airbus A380-800,British Airways
FL1349,SIN,FRA,10987.0,805,Airbus A380-800,Etihad Airways
FL1350,SIN,FRA,10987.0,805,Airbus A350-900,Qantas
FL1351,SIN,AMS,11347.6,831,Boeing 777-300ER,Japan Airlines
FL1352,SIN,AMS,11347.6,831,Boeing 777-300ER,Southwest Airlines
FL1353,SIN,AMS,11347.6,831,Boeing 777-300ER,KLM
FL1354,SIN,NRT,5418.5,412,Airbus A380-800,Emirates
FL1355,SIN,NRT,5418.5,412,Airbus A380-800,Lufthansa
FL1356,SIN,NRT,5418.5,412,Airbus A350-900,Cathay Pacific
FL1357,SIN,PEK,4500.3,347,Boeing 767-300,Cathay Pacific
FL1358,SIN,PEK,4500.3,347,Airbus A330-300,All Nippon Airways
FL1359,SIN,PEK,4500.3,347,Boeing 787-8,Delta Air Lines
FL1360,SIN,DXB,5894.2,446,Boeing 777-300ER,British Airways
FL1361,SIN,DXB,5894.2,446,Airbus A380-800,Southwest Airlines
FL1362,SIN,DXB,5894.2,446,Airbus A350-900,Lufthansa
FL1363,DXB,JFK,12171.5,889,Airbus A350-900,Delta Air Lines
FL1364,DXB,JFK,12171.5,889,Boeing 787-9,KLM
FL1365,DXB,JFK,12171.5,889,Boeing 777-300ER,Singapore Airlines
FL1366,DXB,LAX,16829.2,1217,Boeing 777-300ER,Emirates
FL1367,DXB,LAX,16829.2,1217,Airbus A350-900,Etihad Airways
FL1368,DXB,LAX,16829.2,1217,Boeing 777-300ER,United Airlines
FL1369,DXB,ORD,13397.0,975,Airbus A350-900,Qatar Airways
FL1370,DXB,ORD,13397.0,975,Airbus A350-900,Southwest Airlines
FL1371,DXB,ORD,13397.0,975,Airbus A380-800,Etihad Airways
FL1372,DXB,DFW,14835.4,1077,Boeing 787-9,Delta Air Lines
FL1373,DXB,DFW,14835.4,1077,Boeing 787-9,British Airways
FL1374,DXB,DFW,14835.4,1077,Airbus A350-900,United Airlines
FL1375,DXB,LHR,5673.2,430,Boeing 787-9,United Airlines
FL1376,DXB,LHR,5673.2,430,Airbus A380-800,United Airlines
FL1377,DXB,LHR,5673.2,430,Airbus A350-900,United Airlines
FL1378,DXB,CDG,5376.1,409,Airbus A350-900,British Airways
FL1379,DXB,CDG,5376.1,409,Boeing 787-9,Qatar Airways
FL1380,DXB,CDG,5376.1,409,Boeing 777-300ER,Turkish Airlines
